uid,financial_application_rk,retro_date,logit_default,logit_grace03
822988,63037221,2015-04-17,-2.832803,-1.155927
2370262,69053995,2015-09-17,,-0.752645
2472157,72063244,2015-11-04,,-0.878129
1716350,75946018,2016-01-28,-3.788398,-0.351211
2009623,65028778,2015-06-18,-2.169252,-1.710864
1200146,63556930,2015-05-04,-2.439176,-1.50845
682668,71257509,2015-10-18,-2.854364,-1.31975
1329160,73516035,2015-12-07,-3.391597,-0.534182
925781,77916987,2016-03-09,-1.977671,-0.423875
1741137,72791319,2015-11-19,-2.815084,-1.576916
2398746,63672140,2015-05-07,-0.925667,-0.866371
961440,72587571,2015-11-15,-5.325498,0.558985
1285919,66009089,2015-07-13,-3.019359,-1.263784
1391198,61645368,2015-03-03,-2.815436,-1.044752
2457405,72993351,2015-11-24,-1.270894,-0.686959
433955,66437814,2015-07-22,-2.464658,-1.007241
2200101,70399783,2015-09-30,-2.237448,-1.198273
2521807,68347468,2015-09-04,,-0.854075
980053,62439927,2015-03-30,-2.747035,0.454074
1710807,64639182,2015-06-08,-3.075011,-0.806828
2410009,67553616,2015-08-18,-2.712111,-0.054363
335368,61523001,2015-02-27,-2.312785,-0.800411
121657,62945993,2015-04-14,-3.107506,0.595204
101943,67240650,2015-08-10,,-0.244347
538374,69160937,2015-09-20,-0.520255,-0.217066
1019077,61966134,2015-03-15,-2.890752,-0.578155
125544,66436038,2015-07-22,-1.775257,-0.824164
1979075,66671378,2015-07-27,-3.763469,-0.383975
479394,61462098,2015-02-25,-2.101042,-0.60142
568644,64993319,2015-06-17,-1.265665,-0.56186
758546,73439481,2015-12-05,-4.269555,1.781597
552287,66847752,2015-07-31,-3.660232,1.518061
2205409,63968620,2015-05-17,-2.014478,-0.908041
87838,78767115,2016-03-26,-3.624965,-1.426242
2057986,60417815,2015-01-26,-2.343246,-1.061556
1057012,66223020,2015-07-18,-3.127905,-0.996257
109686,64205768,2015-05-25,-0.578731,-1.125139
806322,72233832,2015-11-08,-3.022862,-0.321624
725334,64234798,2015-05-26,-3.065911,-0.144424
105575,78706390,2016-03-25,-2.503045,-0.483619
569003,66975370,2015-08-03,-2.269788,-1.356846
1578900,66537849,2015-07-24,-1.318909,-1.320233
2003223,67433166,2015-08-15,-3.63929,0.371081
2570119,73707659,2015-12-11,-2.732426,1.314791
2384320,62400965,2015-03-29,-1.286031,-0.770376
2402437,61375753,2015-02-22,-3.25461,-0.802125
275293,78578711,2016-03-22,-3.14368,-0.261788
387183,60059536,2015-01-14,-3.145937,0.315794
1325074,67510175,2015-08-17,-1.780653,-0.04549
2591514,63004825,2015-04-16,-2.50439,0.087767
115293,75029396,2016-01-09,-1.303603,-0.642751
2226615,60922615,2015-02-10,-2.572049,-0.305132
863409,70987914,2015-10-12,-4.441237,-0.303576
302634,76065420,2016-01-30,,-0.502513
722319,74612677,2015-12-28,-1.578907,-0.396997
177222,77118522,2016-02-21,-2.081925,-1.365832
1635540,77393698,2016-02-27,-2.685539,-0.746974
1258241,61942995,2015-03-14,-4.855461,0.466144
1408587,64719552,2015-06-10,-3.383945,-0.533632
2581515,60739940,2015-02-04,-2.877056,-0.487992
1569500,74035727,2015-12-18,-2.872929,-0.842206
293206,62608374,2015-04-05,-2.119788,-1.513952
1766045,74656396,2015-12-29,,-0.474191
2444113,62097117,2015-03-19,,-0.716505
1246005,59975261,2015-01-13,-2.615108,-1.301888
2376606,70843686,2015-10-09,-3.861122,-0.597661
1737726,61024324,2015-02-11,-2.799537,-0.291302
1536351,68381596,2015-09-05,-1.528681,-0.478314
2232876,71013516,2015-10-13,-2.996421,-0.480874
312511,65229261,2015-06-24,-1.257011,-0.370656
466868,73266598,2015-12-01,-2.656651,0.874173
278944,75258025,2016-01-14,-3.692176,0.397757
1915001,65569848,2015-07-04,-1.485765,-0.193027
1577806,65061271,2015-06-19,-1.716129,-1.398682
32798,64468295,2015-06-02,-2.455469,-1.558338
1036438,62797664,2015-04-10,-1.56425,-1.234395
665906,66968622,2015-08-03,-2.335658,-0.185031
1551486,62165497,2015-03-22,-2.108961,-1.120513
2215088,65893395,2015-07-12,-1.822454,-1.191281
864600,72748181,2015-11-18,-1.676441,-1.331994
1145116,66373203,2015-07-05,,
433287,59814146,2015-01-08,-1.985996,0.11735
2360139,71366756,2015-10-20,-2.265662,0.11623
731338,69100531,2015-09-18,,-1.091916
1641209,66223302,2015-07-18,,-0.477749
2437758,72690278,2015-11-17,,-0.148901
2414929,68369312,2015-09-05,,-1.324768
515564,63587108,2015-05-05,,-0.937286
504473,70595783,2015-10-04,-3.124949,-0.094656
2374638,71626583,2015-10-26,-1.118383,-0.759211
2408474,62358038,2015-03-28,-2.835331,-0.58335
1597076,70556518,2015-10-03,-2.620422,-1.591126
121361,64192757,2015-05-25,-2.373961,-1.252068
2449076,68480565,2015-09-07,-3.287889,-1.414374
2534324,64581940,2015-06-06,-1.83951,-1.597516
1730590,61569984,2015-03-01,,0.489895
1724064,71026143,2015-10-13,-2.463729,-0.564427
602292,65058953,2015-06-19,,-0.223982
1091171,74515404,2015-12-27,-5.490564,0.235831
1940032,73475141,2015-12-06,-3.942335,-0.673963
1987585,69769057,2015-09-20,-1.181696,-0.370656
1754269,70287087,2015-09-28,-3.875418,-0.023596
580572,73901615,2015-12-15,,-1.256322
1594646,66598541,2015-07-26,-1.936471,0.001081
575841,69775418,2015-09-20,,-0.237397
1329579,67608311,2015-08-19,,-0.770376
2031624,67134088,2015-08-07,-0.359641,-2.06964
693143,67970222,2015-08-27,-2.935856,-0.899435
760750,71934112,2015-11-01,-3.886339,-1.1701
137129,73546601,2015-12-08,-0.998774,-0.413477
2391577,69167398,2015-09-20,-3.69378,-1.187044
2442472,61413045,2015-02-23,-3.347569,0.910122
1473625,68340304,2015-09-04,-3.5345,0.033296
19155,72652797,2015-11-16,-2.331241,-0.543031
1367330,60381216,2015-01-25,-2.93329,1.726746
795647,62881044,2015-04-13,-3.376051,-0.373377
2073120,62082408,2015-03-19,-1.615394,-1.385868
1575243,65886769,2015-07-12,-2.72848,-0.741599
2418922,64329839,2015-05-29,-2.608715,-0.901776
138939,65331470,2015-06-28,,-0.26888
1851459,67978819,2015-08-27,,-1.057001
1099880,67573867,2015-08-18,-3.378779,0.071385
1255306,66603515,2015-07-26,-1.52628,-1.0943
133404,60419651,2015-01-26,-1.582335,-0.672765
219997,69954531,2015-09-23,-2.194358,-0.399285
697530,67094751,2015-08-06,-3.090516,0.240372
65977,73560351,2015-12-08,-1.89892,-1.277389
2505064,62127415,2015-03-20,-0.408246,-0.994803
584285,76115469,2016-01-31,-3.077374,0.198886
2206660,70171605,2015-09-27,-2.072955,-0.237688
547939,75673557,2016-01-22,-5.087378,-0.816505
2252934,63401996,2015-04-28,-3.046045,-0.401952
1746329,63967863,2015-05-17,-2.434873,-0.489382
363696,71135228,2015-10-15,,-0.597119
2034416,62475871,2015-03-31,-2.048542,-0.791573
1605095,62748809,2015-04-09,-2.636151,-0.842814
2097736,74235178,2015-12-22,-3.594236,-1.075417
2518922,74251557,2015-12-22,-1.242507,-0.38149
2350399,65956745,2015-07-13,-2.703746,0.057672
295802,73408010,2015-12-04,-2.540946,-0.589519
2440725,68672639,2015-09-11,-2.176046,-0.151953
68408,66706745,2015-07-28,,0.154219
1335309,68140571,2015-08-31,-3.159608,-1.818705
1933556,64960831,2015-06-16,-2.598783,-0.094595
88848,73206786,2015-11-29,-1.532466,-1.224461
205647,68216212,2015-09-01,-2.389818,-1.07364
522299,65294797,2015-06-26,-3.424313,0.363402
2510060,68091868,2015-08-30,-1.620795,-0.62862
1403234,71035379,2015-10-13,-1.453239,-1.356762
379011,70871915,2015-10-10,,-0.436253
1359129,62267109,2015-03-25,-1.63387,-1.298226
1013539,72392150,2015-11-11,-4.84543,-0.049299
313381,73802641,2015-12-13,-1.41451,-0.745214
1679378,63186691,2015-04-21,-1.823783,-0.116369
565393,70347460,2015-09-29,-2.873593,-0.512265
753776,70633204,2015-10-05,-2.209492,-0.370656
906970,61996183,2015-03-16,-2.412339,-0.478734
1290744,68369912,2015-09-05,-2.671913,-0.649071
555841,72645868,2015-11-16,-1.789409,-0.493485
1365724,63865054,2015-05-14,-2.331343,-1.485721
2471883,67859387,2015-08-24,-2.120289,0.03288
1350286,72253165,2015-11-08,-0.630229,-0.770376
1489782,61579392,2015-03-01,-2.477589,-0.270269
1425435,72839008,2015-11-20,-2.636108,-1.721511
1742273,63693243,2015-05-08,-1.420447,-1.696526
2190904,66569057,2015-07-25,-2.455698,-0.927032
601077,66537360,2015-07-24,,-1.050317
1991953,63798644,2015-05-12,-2.402153,-1.003864
1486481,72697301,2015-11-17,-3.070553,-1.37414
197449,60386443,2015-01-25,-2.87108,0.198286
1418985,73820593,2015-12-14,-3.745431,-0.543025
661036,64886951,2015-06-14,-2.253797,-1.028601
2590136,70611411,2015-10-04,-0.700629,-0.770376
626078,70803452,2015-10-08,-2.742669,-0.69627
2236414,65108330,2015-06-21,-1.96953,-0.968553
1734601,74086185,2015-12-19,,-0.542317
1546967,60083223,2015-01-15,-1.913504,-1.150635
1319157,61268844,2015-02-18,-1.886222,-1.311976
1243638,64718797,2015-06-10,-1.882828,-0.494329
984222,74085561,2015-12-19,-3.196091,-0.139238
2085203,67864700,2015-08-24,-1.522314,-0.405942
1041680,61792512,2015-03-09,-3.110476,-1.217198
2035174,67860623,2015-08-24,-2.326895,-0.586947
2074020,69929396,2015-09-23,-2.418515,-0.86608
2546115,70212970,2015-09-27,-2.86216,0.376897
1991984,63419746,2015-04-28,-2.206235,-0.285173
2047273,70521979,2015-10-02,-2.11052,-0.191757
1324078,71223674,2015-10-17,-0.894213,-1.413766
2140302,66436239,2015-07-22,,-0.443754
1942564,71145159,2015-10-15,-1.895638,-1.124293
1054926,68533152,2015-09-08,-4.031624,-0.370656
2329765,63478518,2015-04-30,-2.147577,-0.891672
912319,62398548,2015-03-29,-1.092669,-0.12851
2212176,69937061,2015-09-23,-4.706701,0.021252
2001704,71135466,2015-10-15,-3.723372,-0.690259
539540,65144052,2015-06-22,-0.971049,-0.957588
2103755,71882653,2015-10-31,-1.726557,-1.060225
1364550,66339981,2015-07-20,-2.985302,-1.273417
1297816,73489027,2015-12-06,,0.241975
569217,73231970,2015-11-30,-4.595119,-0.370656
522559,68008713,2015-08-28,,-0.316846
587936,75109535,2016-01-11,-4.184394,-0.127303
1252578,60310456,2015-01-22,-2.263857,-0.742154
1037554,64616609,2015-06-07,-3.72126,-0.310667
78020,69830963,2015-09-21,-2.752254,-0.792049
1874492,66389461,2015-07-21,-2.613489,-0.429308
345329,63850525,2015-05-13,-1.494732,-1.591169
750248,71558431,2015-10-25,,-1.360054
554252,66186997,2015-07-17,-2.548394,-0.242899
1307007,63289133,2015-04-24,-2.87247,0.221666
510700,64343264,2015-05-29,-3.045385,-0.873522
680118,62881156,2015-04-13,-2.663128,-1.204816
1079230,73577475,2015-12-08,-4.756029,-0.946002
1165685,62671522,2015-04-06,-0.89851,-0.427691
328978,65960405,2015-07-13,-3.076347,-0.201129
310820,70362500,2015-09-29,,-0.73155
1546808,75426769,2016-01-17,-2.109334,-1.433509
935487,66792851,2015-07-29,-2.804655,-1.706587
1854762,67402332,2015-08-14,-3.157593,-0.34839
2197085,67783284,2015-08-23,-3.026067,0.826363
2382100,61839992,2015-03-11,-0.603452,-0.770376
640337,72866256,2015-11-21,-2.66548,-0.984493
1417668,63146131,2015-04-20,-2.850129,0.112536
630854,65026200,2015-06-18,-1.8768,-0.283311
849752,65766125,2015-07-09,,0.111376
2596038,74496393,2015-12-27,,0.140585
213134,64918376,2015-06-15,-2.497859,-0.446334
1306511,66689324,2015-07-28,,-0.439027
2007113,63501952,2015-05-01,-1.741227,-0.453391
1038906,64920193,2015-06-15,-3.039871,0.925759
2215316,71982246,2015-11-02,-3.03676,-0.371858
2509194,74060622,2015-12-18,,-0.490682
1242459,62926219,2015-04-14,-2.355943,-0.31674
405688,65722104,2015-07-08,,-0.111756
775331,74342759,2015-12-24,-2.723208,-0.957346
2054468,60820217,2015-02-07,-3.074108,-0.663521
872194,71136917,2015-10-15,,-0.465323
275910,68697027,2015-09-12,,-0.937978
751338,77954954,2016-03-10,-4.204335,-0.055835
177807,61523956,2015-02-27,-2.083864,-0.414647
289972,63898106,2015-05-15,-1.926699,-0.90901
718934,73738450,2015-12-12,-3.833297,0.333636
2072533,73229642,2015-11-30,,-1.618668
97492,71970505,2015-11-02,-3.5311,-0.778489
717236,70836032,2015-10-09,-2.216704,-1.689431
1435306,68289931,2015-09-03,-2.220291,-1.654881
1337957,64366757,2015-05-30,,-1.610476
749627,64382495,2015-05-31,-2.591747,-0.605978
1019665,72357974,2015-11-10,-2.097605,-0.331066
83450,62974345,2015-04-15,-2.208944,-0.549797
2516841,72653971,2015-11-16,-2.711843,0.098743
47897,60589975,2015-01-31,-3.265088,-0.999178
2277989,74093841,2015-12-19,-2.707986,-1.579951
1732801,66537888,2015-07-24,-1.93064,-1.52074
1762011,73530305,2015-12-07,-0.215302,-0.770376
1651545,62066059,2015-03-18,-3.712554,-0.213014
2175447,74497134,2015-12-27,,-0.410576
1924968,72776888,2015-11-19,-4.06228,-1.348782
716431,71048685,2015-10-13,-3.476497,-0.669472
311662,60031408,2015-01-14,-2.352068,-1.792788
2410424,66829397,2015-07-30,-2.056457,-0.509084
2125328,61626633,2015-03-03,-3.344233,-0.190106
1456352,60635958,2015-02-02,-2.086644,-1.715828
1659970,62052977,2015-03-18,-2.695515,-0.094408
2510814,67937093,2015-08-26,-2.191958,-0.228251
1982860,67377328,2015-08-13,-3.211876,-1.121583
2372023,73380249,2015-12-03,-4.250797,-1.199599
836769,66789054,2015-07-29,-3.559846,-0.369991
1141141,63523424,2015-05-02,-3.263057,-1.407606
2395710,62030262,2015-03-17,-3.096969,-0.57804
381024,64230688,2015-05-26,-1.904454,-0.931163
2027224,67885789,2015-08-25,-2.937412,-0.712497
1164930,61907089,2015-03-13,-0.689022,-0.686959
1347719,66393264,2015-07-21,-3.20528,-0.148853
271138,64676452,2015-06-09,,0.01784
2023652,62565718,2015-04-03,-1.283668,-1.20845
1180730,68310252,2015-09-03,-3.485936,0.940902
1350213,63191765,2015-04-21,-2.254325,-0.889699
213260,78465899,2016-03-20,-2.218016,-0.39785
2435766,72730818,2015-11-18,-1.601255,-1.022268
465690,68109234,2015-08-31,-3.271558,-0.371097
2001681,68016916,2015-08-28,-3.444531,-0.153622
2505069,63767162,2015-05-11,-3.427413,-1.131616
1708556,64195244,2015-05-25,-3.881531,0.008065
1712124,67769029,2015-08-22,-2.438434,-1.499981
2266231,69880168,2015-09-22,-3.847239,-1.206868
1945786,68441344,2015-09-06,-1.807666,-0.871485
912680,65711997,2015-07-08,-1.71346,-0.704114
75348,67151742,2015-08-07,-2.744932,0.060459
1076160,70375091,2015-09-29,-2.089017,-0.53122
608221,64015626,2015-05-19,-1.485525,-1.916056
2384416,72028797,2015-11-03,-1.290301,1.084524
2067838,72731700,2015-11-18,,-0.187509
414835,65439276,2015-06-30,,-1.883246
1589868,65334524,2015-06-28,,0.023338
2247503,72787291,2015-11-19,-3.048217,-0.632594
752574,67042603,2015-08-05,-4.008973,0.337743
435998,64221510,2015-05-25,-2.369975,0.10396
2469749,63117545,2015-04-19,-2.823709,-0.878321
417232,75003605,2016-01-08,-2.714879,-1.05984
210631,67337440,2015-08-12,-2.131028,-1.014771
634413,70457844,2015-10-01,-2.72578,-1.070451
1261036,62735604,2015-04-08,-3.983313,0.287491
507169,70176232,2015-09-27,-0.722629,-1.467754
2345733,65216022,2015-06-24,-1.518312,-1.238401
2391953,64248569,2015-05-26,-1.091604,-0.523508
719574,73322257,2015-12-02,-2.283802,-0.667371
1167690,65175745,2015-06-23,-1.036365,-0.692185
1049841,60931588,2015-02-10,-3.343895,-0.889941
2285470,73226576,2015-11-30,-2.427898,-1.463392
1092471,77800975,2016-03-06,-4.595119,0.363892
17208,65515155,2015-07-02,-2.371665,-0.673403
2395347,72905309,2015-11-22,-3.126146,-1.600843
2520491,77473997,2016-02-28,-0.788982,-0.923366
1157810,73944769,2015-12-16,-2.108979,-0.413945
1296596,73550269,2015-12-08,-2.628089,-2.088091
395095,79883769,2016-04-20,,-1.398742
2112483,61629139,2015-03-03,-3.171308,-0.614898
843889,68111792,2015-08-31,-2.685955,-0.271688
557026,62336585,2015-03-27,-3.395299,-0.229195
2039730,74518967,2015-12-27,,-0.520522
1732808,66970524,2015-08-03,-1.910783,-0.635586
2336628,61966292,2015-03-15,-2.457061,-0.574484
1012974,62720105,2015-04-08,-2.592854,-1.572544
594917,62435359,2015-03-30,-1.942539,-1.344793
2514278,60553197,2015-02-04,,-0.723334
2060569,68900875,2015-09-15,-3.148062,-0.300005
221997,63843411,2015-05-13,-2.218057,-1.113088
1288834,65228006,2015-06-24,-2.052568,-1.239379
1918119,70702923,2015-10-06,-4.308973,0.124686
975899,62648870,2015-04-06,,-0.770376
37060,78197493,2016-03-15,-2.823362,-1.448407
1422669,71616371,2015-10-26,-2.565246,-1.445317
519984,71260426,2015-10-18,-2.587285,-1.688115
2222527,64014605,2015-05-19,-2.726671,-0.24909
1301636,68515022,2015-09-08,-2.20245,-0.665403
2541645,71343584,2015-10-20,,-1.258931
1311417,72099601,2015-11-05,-3.504642,-0.950644
2363961,71348205,2015-10-20,-0.480039,-0.589671
844096,67902521,2015-08-25,-1.666254,-1.559833
1157585,73069490,2015-11-26,-1.702385,-1.658922
1254784,63397996,2015-04-28,-2.592626,-0.935348
123386,71480472,2015-10-23,,-0.954172
2149164,62951997,2015-04-15,,-1.353064
857682,60579612,2015-01-31,-3.375046,-1.614867
2321419,65146678,2015-06-22,-2.730396,-1.453306
1690223,72581363,2015-11-15,-2.758818,-0.001855
281794,67878939,2015-08-25,,-0.370656
2491518,70796895,2015-10-08,-2.582989,-0.871177
2346922,73510040,2015-12-07,-1.586322,-0.66493
1526032,63885856,2015-05-14,-2.718054,-1.261813
1488345,66432458,2015-07-22,-3.015018,-0.197579
2442387,65436813,2015-06-30,-2.211351,-0.609729
683166,64452939,2015-06-02,-1.943261,-1.035078
622659,65952279,2015-07-13,-2.153972,-1.634117
852485,72330942,2015-11-10,-3.366812,-0.569955
392150,63962494,2015-05-17,,-0.770376
174278,59877205,2015-01-10,-2.132414,-0.520264
2038713,72230006,2015-11-08,-2.445126,-1.001413
370837,71190861,2015-10-16,-2.706506,-1.675641
641210,73481425,2015-12-06,-4.35037,0.750443
1182409,61311688,2015-02-19,-2.972577,-0.760267
1352215,72406848,2015-11-11,-1.896329,-0.370656
255506,68192718,2015-09-01,-1.265584,-0.22466
1935525,62467020,2015-03-31,-2.738696,-0.602633
1402999,72543431,2015-11-14,-2.874191,-0.417578
291076,70749156,2015-10-07,-1.379097,-0.875573
260007,71210124,2015-10-17,-2.988655,-1.05013
1613336,66320086,2015-07-20,-2.203539,-1.186257
2344686,60140367,2015-01-17,-3.084547,0.087569
98898,63371722,2015-04-27,,-0.302523
381007,68750689,2015-09-13,,-0.008077
1935304,70928019,2015-10-11,,-0.735174
1921094,64413381,2015-06-01,,-1.133113
1518268,66039204,2015-07-14,-2.508735,1.794526
1645490,62563329,2015-04-03,,-1.360227
335000,61702010,2015-03-05,-2.067984,-0.972598
545091,65180691,2015-06-23,-1.788408,-0.016497
1860468,64059847,2015-05-20,,-0.877931
580939,77674268,2016-03-03,-2.764169,-0.533589
83265,65265305,2015-06-25,-3.371388,0.197421
2223783,59991910,2015-01-13,0.054925,-0.770376
1075182,65631052,2015-07-05,-3.22555,-0.19157
1325568,70755143,2015-10-07,-5.862013,0.208478
2225080,76431265,2016-02-07,-2.92019,-0.686466
1578220,61087421,2015-02-12,-2.750873,-1.086573
924819,71954917,2015-11-02,-1.143185,-1.534213
1005872,59890478,2015-01-11,-3.117877,-1.094899
2101225,67245553,2015-08-10,,0.495947
105006,70032683,2015-09-24,-0.981311,-1.004051
944445,63596739,2015-05-05,-3.300894,0.425006
529090,69951128,2015-09-23,-3.445623,-0.430642
504046,64997033,2015-06-17,-3.481554,-0.637531
607098,64233504,2015-05-26,-1.597399,-1.41467
541791,70081309,2015-09-25,-1.267422,-0.686959
1631115,62158119,2015-03-22,-2.645581,-0.951059
486567,59767844,2015-01-07,-2.592618,-1.095073
573792,73219613,2015-11-30,-0.421895,-0.770376
2176788,73192984,2015-11-29,,-0.626754
323562,63870467,2015-05-14,-1.304885,-1.631637
2480551,66435971,2015-07-22,-1.662265,-1.979429
611648,73152499,2015-11-28,-0.963217,-0.636199
1666631,70584812,2015-10-04,-1.295154,-0.833507
666645,61599154,2015-03-02,-2.646886,-0.043493
2455665,67249590,2015-08-10,-2.648637,-0.455485
656614,73669980,2015-12-10,-2.81592,-0.571863
605015,65539831,2015-07-03,,-0.820867
1247263,63036169,2015-04-17,,-1.030201
1728342,64917968,2015-06-15,,-0.092171
2067407,66597861,2015-07-26,-0.886125,-0.786074
1479768,61740939,2015-03-07,-2.476406,-0.054295
1228845,72600371,2015-11-15,-2.495668,-0.984573
855492,72300766,2015-11-09,-2.567609,0.21837
767721,67505324,2015-08-17,-2.052216,-0.259802
530035,69803882,2015-09-21,,-0.237688
1417617,61955612,2015-03-15,-2.499198,0.122196
2530451,77615062,2016-03-02,-2.054419,-1.622786
1229851,64719443,2015-06-10,-3.609575,0.356612
1899852,63187632,2015-04-21,-0.333148,-1.261093
979543,66334455,2015-07-16,,
1873545,66505377,2015-07-23,,-0.959088
872678,62348637,2015-03-27,-1.848835,-1.159435
1999427,70881409,2015-10-10,-1.693794,-1.455985
1341439,74100285,2015-12-19,-1.663882,-0.770376
719302,72838863,2015-11-20,-1.609619,-1.632478
2088362,70628326,2015-10-05,-2.606583,-0.890634
790639,64490515,2015-06-03,-2.732466,0.374669
2250773,60305538,2015-01-22,-2.461748,-0.347577
991705,71432473,2015-10-22,-3.680179,-0.173155
2262943,72647075,2015-11-16,-3.505963,-0.877516
1132687,68231610,2015-09-02,-1.222805,-1.521483
1611574,64234409,2015-05-26,-3.013069,-0.356931
2161193,63719317,2015-05-09,,-0.726634
339545,75556451,2016-01-20,-1.97518,-0.977367
1370971,65060036,2015-06-19,-2.153742,-1.03244
1788637,65383674,2015-06-29,-3.64928,-0.23803
428927,66133700,2015-07-16,-2.11008,-1.609517
1715057,65784259,2015-07-09,-1.041099,-0.113649
1023080,71076862,2015-10-14,-2.095631,-1.789524
2511463,73195559,2015-11-29,-1.559649,-0.693857
2346140,77313140,2016-02-25,-2.465946,-1.441418
2022317,67883299,2015-08-25,,-0.069867
2029260,68147300,2015-08-31,-3.612177,-0.925182
313345,59699407,2015-01-04,-1.412639,-0.433772
1985258,74495439,2015-12-27,,-0.747582
5132,60022858,2015-01-14,-2.884683,-1.633451
2144616,68401537,2015-09-06,-2.491266,-0.903532
61670,67046519,2015-08-05,-3.071312,-0.448431
1656725,62570443,2015-04-03,-1.842088,-0.19943
1329136,71492651,2015-10-23,-2.990591,-0.024586
592186,63523890,2015-05-02,-1.395959,-1.894967
2449522,59930231,2015-01-12,-2.504927,-0.018374
1111912,72970087,2015-11-24,-2.519435,-0.218368
2095338,63312203,2015-04-25,-3.644714,-0.914331
594033,61755217,2015-03-08,-2.402399,-1.004542
1418483,68764611,2015-09-13,-3.78156,-0.827558
790867,74369872,2015-12-24,-2.136233,-0.869377
1046262,61006231,2015-02-11,-1.856253,-0.287239
1014477,67973342,2015-08-27,-1.803547,-0.426098
2404350,65486970,2015-07-01,-2.75519,-0.601175
43364,61364350,2015-02-21,-2.71515,-0.62793
1503515,72276675,2015-11-09,-3.539143,-0.209013
1185548,63575949,2015-05-04,-3.271043,0.269304
1666847,69797879,2015-09-21,-2.915804,-0.784752
1498031,74048882,2015-12-18,-1.058083,-0.854124
748813,71527916,2015-10-24,-1.624465,-1.188425
1724634,64999398,2015-06-17,-3.308107,-0.008334
1747905,69941561,2015-09-23,-2.447793,-1.315155
1101611,66305224,2015-07-19,-3.112353,-0.20145
548911,66920957,2015-08-02,-2.547099,0.518314
2003341,65140966,2015-06-22,-3.948614,1.512706
798890,71769072,2015-10-29,-2.338492,-1.604779
2056666,77289959,2016-02-25,-2.22809,-1.649564
892662,72782933,2015-11-19,-1.424731,-0.302627
2601769,64958207,2015-06-16,-2.723002,-0.997166
268191,77607929,2016-03-02,-3.058969,-0.211164
427176,67338122,2015-08-12,-2.311664,-0.658576
1373311,76363050,2016-02-05,-3.762286,0.120727
243352,63469688,2015-04-30,-3.968563,0.229494
971349,66897725,2015-08-01,-3.522624,-0.55567
1572418,63630625,2015-05-06,-2.011693,-1.539688
1326034,63484621,2015-04-30,-2.955265,-0.613908
2584573,68010123,2015-08-28,-0.174359,-1.057377
2273312,67985792,2015-08-27,-1.952232,-0.266606
871283,60657531,2015-02-02,-2.30605,-0.759386
469532,60527027,2015-01-29,-2.90207,-0.830587
156066,67978753,2015-08-27,-2.848356,-0.551596
2051518,62552702,2015-04-03,-1.776018,-1.966072
1666736,69058232,2015-09-17,-2.806095,-0.644217
718091,68561517,2015-09-09,-1.355388,-0.165601
1029937,73023868,2015-11-25,-3.695538,-0.874816
77134,65641248,2015-07-06,,-0.339329
1536704,71272957,2015-10-18,-1.022618,-1.128872
627927,67594741,2015-08-19,-2.228053,-1.351081
758592,64909409,2015-06-15,-1.404287,-0.336012
1437477,61956812,2015-03-15,-3.655044,-0.94253
765289,70885387,2015-10-10,-2.258313,-1.491163
520327,63785704,2015-05-11,-2.952725,-0.204614
1881910,68747170,2015-09-13,,-0.740972
77261,65183944,2015-06-23,-2.659103,-0.323094
1036242,73484251,2015-12-06,-4.595119,0.868947
1170164,68213765,2015-09-01,-5.047943,-0.036916
321821,61941905,2015-03-14,-2.763748,-0.726954
2382041,63970034,2015-05-17,-1.774467,-0.753611
1487500,66936318,2015-08-02,-2.501199,-0.233767
327809,63079461,2015-04-18,,-1.593186
1995047,70447726,2015-10-07,,
2128875,63955796,2015-05-17,-2.178741,-1.216037
2339285,70696342,2015-10-06,-2.770907,-1.589482
1407331,76260189,2016-02-03,-3.098866,0.152264
2041852,72700298,2015-11-17,-2.03943,-0.492411
945635,71395285,2015-10-21,-1.821828,-0.684464
795440,63848180,2015-05-13,-3.182601,2.534202
1716416,60042798,2015-01-14,-2.81899,-1.390488
197221,70525153,2015-10-02,-2.452627,-1.807173
2258958,62849352,2015-04-12,-2.768072,-1.38824
862102,62466285,2015-03-31,-2.262316,0.175221
2054197,64499139,2015-06-03,-3.031151,-1.130963
968428,72792865,2015-11-19,-3.999123,-1.045639
2278014,72683189,2015-11-17,-2.289348,-1.70103
124877,67936537,2015-08-26,-1.280641,-0.909039
1901949,78766805,2016-03-26,-3.563001,-0.31751
470532,70980883,2015-10-12,-3.444407,-0.287777
103140,74149259,2015-12-20,-2.135297,0.743355
1248624,71611700,2015-10-26,-4.082555,0.136754
2563840,65614494,2015-07-05,-0.859933,-1.554379
676979,59713578,2015-01-05,-2.170579,-1.60391
2233130,68553814,2015-09-09,-3.667187,-0.406625
1748823,62763706,2015-04-09,-1.979095,-0.370656
1994874,69132676,2015-09-19,,-0.690061
207778,66095065,2015-07-15,-2.387996,-0.98899
1601222,63163953,2015-04-20,-3.45966,-1.038509
289250,72007819,2015-11-03,,-0.846735
2373379,61315032,2015-02-19,-1.674964,-0.151977
2541181,71363482,2015-10-20,-2.6032,-1.545562
794913,70326135,2015-09-28,-4.042586,-0.671806
1123195,77209950,2016-02-23,-3.531551,-0.200109
672442,71128470,2015-10-15,-2.235561,-1.238668
381717,71783848,2015-10-29,-2.637602,-0.078513
2021346,73799547,2015-12-13,-1.859373,-1.016487
599340,67466863,2015-08-16,-2.891476,-1.564824
1580628,61858882,2015-03-11,-2.71466,-0.669172
