uid,financial_application_rk,retro_date,logit_default,logit_grace03
1352364,78257003,2016-03-16,-3.800358,0.175225
178402,68658157,2015-09-11,-1.765718,-0.980534
1156168,70986689,2015-10-12,-1.668262,1.054878
1614421,71126675,2015-10-15,-3.179806,-0.844455
2519074,62591329,2015-04-04,-2.036271,-1.528235
728057,71569488,2015-10-25,-4.476708,-0.041174
1389713,66587421,2015-07-25,-2.064217,-1.028981
1186539,62897142,2015-04-13,-2.799401,-0.299491
365015,62308156,2015-03-26,,-1.755829
1309239,63279179,2015-04-24,-2.142219,-1.378813
1667866,62352156,2015-03-27,-1.228979,-1.312698
634420,72149223,2015-11-06,-4.404583,-0.366253
1220912,63799117,2015-05-12,,-0.549716
2087662,75083640,2016-01-10,-2.657033,-1.481498
158107,64016034,2015-05-19,-1.817966,-0.366768
2277815,71920350,2015-11-01,-2.28264,-1.121986
2032373,64855824,2015-06-13,-3.50241,-0.404709
1878267,66933360,2015-08-02,,-0.605817
973492,63842911,2015-05-13,-1.018132,-0.370656
2079970,72237414,2015-11-08,-3.974624,0.008996
409232,79356321,2016-04-08,,0.18064
879302,64167261,2015-05-24,-3.387456,-0.102879
848141,59910231,2015-01-11,-1.611923,-1.372776
902564,70450130,2015-10-01,-2.591385,-0.092991
1358628,65858158,2015-07-11,-2.430659,-1.041996
223433,68329643,2015-09-04,-2.569167,-1.629401
753469,69775585,2015-09-20,-2.158968,0.736881
1687662,71915386,2015-11-01,,-0.912512
555502,64017154,2015-05-19,-2.42557,1.042723
735761,64560693,2015-06-05,,-1.003589
2484,72516128,2015-11-13,-3.341493,0.205638
2374472,64931256,2015-06-15,-1.627087,-0.256113
484626,72286083,2015-11-09,-3.886091,0.022045
1217266,67549820,2015-08-18,-4.204676,-0.084536
214296,71249954,2015-10-18,,-0.962337
2024465,67008115,2015-08-04,-1.978744,0.592459
2266649,74319040,2015-12-23,-3.180009,-1.082866
639169,73289298,2015-12-01,-1.36136,-0.536804
1670853,68114445,2015-08-31,-1.721389,-0.391633
679839,73773348,2015-12-13,-2.533103,-1.243338
208582,68822852,2015-09-14,-2.143542,-1.035106
1953119,68005970,2015-08-28,-1.830444,-0.189951
67850,75479554,2016-01-18,,-0.411178
2530131,63069037,2015-04-18,-1.849274,-1.255329
1231604,71081039,2015-10-14,-2.733733,-0.726214
735494,65643892,2015-07-06,-2.027021,-1.308541
2488919,61003413,2015-02-11,-1.890119,0.442292
1734296,63511270,2015-05-02,-2.963987,-0.975082
2313156,62400276,2015-03-29,,-0.193918
1989663,65021575,2015-06-18,-2.735864,-0.353107
407429,64026350,2015-05-19,-3.097381,0.162017
2069520,75479337,2016-01-18,-0.590084,-2.225688
12510,72413016,2015-11-11,-2.302224,-1.740738
435900,64412204,2015-06-01,-2.315549,-1.028433
2328981,71076929,2015-10-14,-1.73178,-0.569922
818810,65156577,2015-06-22,-1.25602,-0.770376
295621,61816959,2015-03-10,-2.592223,-1.050483
341453,66264638,2015-07-19,-4.07079,0.258182
1668940,61203939,2015-02-16,-2.117142,-1.427904
1651368,77566822,2016-03-01,-1.614548,-1.388465
1113582,67182697,2015-08-08,-1.863262,-1.209793
917339,73379389,2015-12-03,-5.168404,1.20507
1599107,60852449,2015-02-08,-1.816803,-1.124588
1239770,71620983,2015-10-26,-2.647301,-1.74226
1383724,68600326,2015-09-10,-3.541248,-1.230827
1656142,73900821,2015-12-15,-3.363691,0.097318
1479696,72827418,2015-11-20,-2.94358,-1.416161
487456,77860079,2016-03-08,-3.135273,-0.782366
1265124,68114480,2015-08-31,-4.69726,0.407431
2040929,64457345,2015-06-02,-3.493405,-1.153485
176132,73366685,2015-12-03,-2.163568,-1.397687
1767792,68506538,2015-09-08,,-0.988492
677848,76787917,2016-02-14,-3.475505,-0.792881
1097642,72597134,2015-11-15,-3.4524,-1.649534
327529,63147225,2015-04-20,0.111606,-0.770376
611012,66951395,2015-08-03,-2.51093,-0.774262
990829,64311965,2015-05-28,-2.2984,-0.005536
1538415,78162794,2016-03-14,-3.742042,0.357208
1040195,73244909,2015-11-30,-1.440618,-0.78709
605269,62304386,2015-03-26,-0.693314,-1.107921
2433591,61730712,2015-12-08,,
1316205,73781858,2015-12-13,-3.240147,-0.934132
34755,61361616,2015-02-21,-2.641067,-0.932261
817120,62470091,2015-03-31,-3.46494,-0.092448
1534324,61080386,2015-02-12,-1.977054,-1.331758
1768447,60436979,2015-01-26,-2.335901,-0.498677
2587076,74003610,2015-12-17,,-0.370656
2025845,75077360,2016-01-10,-3.50552,-0.147336
2494430,62419600,2015-03-30,-1.397343,-0.391179
176860,72507526,2015-11-13,-2.839009,-0.819801
51212,62691181,2015-04-07,-1.616405,-1.812407
2085737,65547918,2015-07-03,-2.405715,-0.99277
2512992,73617509,2015-12-09,-2.437245,0.373984
598272,65057285,2015-06-19,-3.800167,0.106294
2382360,62531902,2015-04-02,-0.555655,-1.368431
1670,76987774,2016-02-18,-4.927609,0.987491
807212,71220807,2015-10-17,,-1.38355
411846,62756361,2015-04-09,-2.948331,-1.502411
1290326,70477260,2015-10-01,-2.180062,-0.11801
2551910,64615983,2015-06-07,-3.382261,-0.426625
1231318,71181748,2015-10-16,,-1.56378
690329,73316269,2015-12-02,-2.922808,-0.805375
190342,67152488,2015-08-07,-3.223513,-0.289485
2314768,62824042,2015-04-11,-1.857841,-0.758219
1560345,71845525,2015-10-30,-1.982742,-1.576967
531488,61375726,2015-02-22,-2.870923,-0.266125
310481,73377279,2015-12-03,-2.142183,-1.419597
772610,62422543,2015-03-30,-2.750829,0.006384
905531,73232091,2015-11-30,,-0.927752
2043759,72858940,2015-11-21,-4.160669,1.006901
20574,64948242,2015-06-16,-2.250702,-0.575872
282552,73372871,2015-12-03,-2.814742,-0.947699
1924049,72548546,2015-11-14,,-0.002484
1224073,62680299,2015-04-07,-2.178404,-1.801621
894046,66526025,2015-07-23,-2.999807,-0.873426
2307857,66242139,2015-07-18,-2.402918,-1.26073
489128,62620796,2015-04-05,-0.47983,-1.036602
1196803,66505493,2015-07-23,-1.985459,-0.159286
2150539,71852163,2015-10-30,,-1.148191
1372909,62661918,2015-04-06,-2.651282,-0.704585
611042,75325324,2016-01-15,-2.475309,-1.569771
2403060,63551624,2015-05-04,-1.322561,-1.520518
893172,64524313,2015-06-04,-3.299302,0.150205
2208476,65716528,2015-07-08,-2.859845,0.262888
2511860,78320471,2016-03-17,-1.382386,-1.66542
623754,72139636,2015-11-06,-3.800712,-0.297142
2362687,59893086,2015-01-11,-1.965896,-1.041955
62606,66619066,2015-07-26,-2.930362,-0.080187
2008995,63571955,2015-05-04,,0.13348
594778,76100206,2016-01-31,-2.006551,-1.306092
1223482,66414877,2015-07-21,-2.958593,-1.158187
1112183,73954801,2015-12-16,-3.193931,-1.716739
1665473,64175459,2015-05-24,-2.563398,-0.045103
551490,78539254,2016-03-22,-3.077843,-1.445411
1915523,62877372,2015-04-13,-0.413024,-0.717287
1338714,69884855,2015-09-22,-1.237265,-0.370656
1021515,73574446,2015-12-08,-2.69056,-1.656614
527496,76943474,2016-02-17,-2.209214,-0.804521
520195,62745893,2015-04-09,-2.847579,-0.467651
1624652,61421570,2015-02-24,-2.110983,-0.911839
287050,71098466,2015-10-14,-2.666377,-1.102332
1370180,65155113,2015-06-22,-3.303289,0.080361
1067070,66383014,2015-07-20,-2.40627,-0.287239
2346259,66713594,2015-07-28,-2.823909,0.295976
1734230,72652064,2015-11-16,,-0.442711
1265353,60659534,2015-02-02,-1.9197,-1.305139
2572661,67624514,2015-08-19,-1.817774,-0.916429
339870,71498101,2015-10-23,-3.766014,-0.49369
1981423,78529997,2016-03-21,-3.389816,-1.083479
2060570,61155671,2015-02-14,-2.220813,-0.618389
819724,62778946,2015-04-09,-3.691887,-0.793321
1745254,73019772,2015-09-24,,-0.877097
219675,65840156,2015-07-10,-1.081723,-1.027003
1088532,74057031,2015-12-18,-1.952758,-1.802236
2183607,67736213,2015-08-21,-1.082521,-0.770376
1168952,64240964,2015-05-26,-2.054774,-0.370656
1356575,65129788,2015-06-21,-1.746404,-0.165363
926332,68286128,2015-09-03,-5.248552,1.339893
607103,70548556,2015-10-03,,-0.966486
1172857,62693862,2015-04-07,-4.148924,-0.37143
956469,66128108,2015-07-15,-2.470588,-1.886326
1566267,67461790,2015-08-16,,-0.746707
507963,60388332,2015-01-25,-1.632081,-1.244817
463029,68735999,2015-09-13,-2.549844,-1.197124
2392208,73441553,2015-12-05,-2.088091,-2.007078
1769873,64294763,2015-05-28,-1.400199,-1.76895
298161,64234326,2015-05-26,-2.212288,-1.043816
449505,62491951,2015-04-01,-2.482344,-1.914499
512828,62413596,2015-03-30,-2.164981,-0.662724
2050448,66280459,2015-07-19,-0.168098,-1.424663
1995511,71976509,2015-11-02,-2.967887,-0.721083
768629,61255809,2015-02-17,-2.984711,-0.427449
1249372,70092959,2015-09-25,-4.427138,2.268261
330880,70305855,2015-09-28,-2.007009,0.336636
1446343,70476100,2015-10-01,-2.542405,-1.149656
207498,69135139,2015-09-19,,-0.388113
1590161,71361749,2015-10-20,-3.060769,-0.959057
342719,67920130,2015-08-26,-3.042084,-1.124355
2431055,69133799,2015-09-19,-2.393236,-0.978049
519335,75907634,2016-01-27,-2.406255,-0.281071
158065,74233364,2015-12-22,-3.428815,-1.093509
892107,63959495,2015-05-17,-1.271958,-1.261203
560678,65679991,2015-07-07,-2.645772,-0.695675
529191,62711317,2015-04-08,-2.408563,-1.601794
1227569,61899057,2015-03-12,,-0.965703
2214362,68075111,2015-08-30,-3.828323,-0.13586
306879,71561243,2015-10-25,-2.158381,-0.46775
1147349,67414311,2015-08-14,,-0.370656
1363406,62946357,2015-04-14,-2.085765,-0.418532
1273998,70507407,2015-10-02,-2.65361,-0.727757
1558243,72505978,2015-11-13,-1.182662,-1.663729
2317508,76536442,2016-02-09,-2.519974,-0.834295
1738032,61493440,2015-02-26,-2.327367,-1.745194
1984080,71096504,2015-10-14,-3.683095,0.478869
534081,76107078,2016-01-31,-1.79434,-1.060237
1374810,70639700,2015-10-05,-1.90688,-0.866651
2245520,72604427,2015-11-15,-2.820701,-0.9546
1122635,64100670,2015-05-21,-1.626594,-0.189951
86900,72923158,2015-11-23,-3.106116,-0.885058
795986,66632009,2015-07-26,-2.115473,-1.171498
1189000,72502907,2015-11-13,-5.699261,0.944407
1196976,73950889,2015-12-16,-3.769598,-0.392091
560234,69939714,2015-09-23,-3.680667,0.181351
1839049,72236226,2015-11-08,-0.558553,-0.530439
270331,67333351,2015-08-12,-2.974654,-0.196996
572197,67024397,2015-08-04,-1.576845,-0.847589
2024324,59876436,2015-01-10,-2.577351,-0.99419
781172,61822747,2015-03-10,-1.834679,-1.647695
2502061,67366389,2015-08-13,,-0.324188
119796,77802826,2016-03-06,-2.501219,-1.336205
383555,70451855,2015-10-01,,-0.277438
1662166,70680437,2015-10-06,-3.544187,-0.278373
799250,61890892,2015-03-12,-2.387608,-0.696086
2416737,63249785,2015-04-23,-2.979637,-0.209048
747096,65045424,2015-06-18,-1.87821,-1.280767
1415648,61245675,2015-02-17,-3.487558,-0.053305
2558601,60639464,2015-02-02,-4.159779,0.339676
1034078,74181264,2015-09-13,,
224705,68935778,2015-09-16,-3.805984,-0.163523
506010,72868783,2015-11-21,-4.595119,-0.790119
488550,72792272,2015-11-19,-0.919194,-1.492453
1750909,59769104,2015-01-07,-1.4853,0.60981
148134,65501447,2015-07-02,-2.982163,-0.116768
1839576,76139137,2016-02-01,-3.786469,-0.956765
319506,67398361,2015-08-14,-2.380133,-0.243898
1507443,78358150,2016-03-18,-2.596605,-0.726892
1307066,65293697,2015-06-26,,-1.555965
53400,71451191,2015-10-22,-4.160191,-0.909076
886097,60521913,2015-01-29,-1.491914,-1.588631
575649,62359065,2015-03-28,-1.780281,-0.057622
439946,60312987,2015-01-22,-2.491112,-0.742979
2352825,62876466,2015-04-13,-2.524765,-1.403959
670586,66897854,2015-08-01,,-0.253256
1278727,64421618,2015-06-01,-4.057871,-0.325013
1753817,68349623,2015-09-04,-3.328113,1.128383
676526,71386087,2015-10-21,-2.297474,-1.5608
616563,68690332,2015-09-12,,-1.52883
96745,63226286,2015-04-22,-2.281517,-1.22848
1159163,75910836,2016-01-27,-2.860541,-0.595889
2136898,63501377,2015-05-01,,-0.292246
894762,64245908,2015-05-26,-1.159807,-0.837363
605937,70992058,2015-10-12,-2.04144,-0.852725
1260448,68226432,2015-09-02,-4.595119,0.250674
2588128,62272950,2015-03-25,,-0.556461
1224435,72069073,2015-11-04,-3.271824,0.298474
1873381,73823385,2015-12-14,,-0.141504
1777564,65336486,2015-06-28,-2.829674,-0.53643
1730675,65955585,2015-07-13,-1.933277,-1.03425
1843974,62455919,2015-03-31,,-0.60781
514224,67041170,2015-08-05,,0.083938
96496,70100254,2015-09-25,-2.380973,-1.699553
2034473,74100615,2015-12-19,,-1.110341
82034,71090165,2015-10-14,-2.984584,-0.452067
269152,65000327,2015-06-17,-2.616779,-0.651114
1618985,73337523,2015-12-02,-4.226093,-0.022951
1673610,72221505,2015-11-08,-2.269198,-1.143157
913393,64249361,2015-05-26,-3.603063,0.457857
2365900,66517892,2015-07-23,-3.496869,0.086682
1567136,62554017,2015-04-03,-2.446594,-1.152466
2088760,67283282,2015-08-11,-1.971629,-1.413321
1711833,67729614,2015-08-21,-2.079129,-1.391191
1505640,75435662,2016-01-17,-4.595119,-0.637192
1978187,62421840,2015-03-30,-3.230837,-0.515145
842639,62893392,2015-04-13,-2.802872,-0.497197
2234060,60811431,2015-02-06,-1.754054,-1.683415
2030350,72002907,2015-11-03,-0.169833,-0.370656
144362,70073996,2015-09-25,-2.167435,-0.437391
2434103,72138116,2015-11-06,-1.358692,-1.449383
1122810,77307877,2016-02-25,-2.352843,-1.394278
920259,64263605,2015-05-27,-3.770412,0.339731
1001470,66631356,2015-07-26,-2.0697,-0.370656
2397287,67277233,2015-08-11,-2.62493,-0.321082
1306331,64201890,2015-05-25,-2.966505,-1.306854
765246,64323078,2015-05-28,-3.936798,0.106316
846027,70995046,2015-10-12,-3.057974,-0.934864
683072,63843311,2015-05-13,-2.338542,-1.23842
320657,73471264,2015-12-06,-2.91242,-0.834855
1152776,71679420,2015-10-28,-0.440902,-1.166049
1187989,69120659,2015-09-18,-3.480625,-0.050193
2468938,68193644,2015-09-01,-2.659114,-0.460898
221679,65852881,2015-07-10,-1.039949,-1.552746
1499718,66358662,2015-07-20,-3.712613,0.02197
244531,72850017,2015-11-21,-1.704438,-1.040299
365480,66920162,2015-08-02,-2.293282,-0.416603
353606,61287932,2015-02-18,-1.53328,-1.363844
99969,73356470,2015-12-03,-2.699675,-1.400821
508419,73784041,2015-12-13,-4.02083,-1.277578
2336294,73978520,2015-12-17,-1.049405,-0.220493
334608,68959335,2015-09-16,-2.227779,-1.160885
996907,60287317,2015-01-21,-2.929056,-0.51737
338950,72906258,2015-11-22,-1.508465,-0.670794
1917932,64663181,2015-06-08,-3.767698,-0.762626
304115,66833431,2015-07-30,-1.487989,-0.503777
2306022,77764067,2016-03-05,-1.478188,-0.772953
1678775,74508553,2015-12-27,,0.007625
1005782,71574793,2015-10-25,-4.045067,-0.409614
1377193,59709943,2015-01-04,-2.849195,-0.327334
2223941,65964120,2015-07-13,-2.93445,-0.139934
1135789,61134877,2015-02-13,-1.795897,-0.32154
1301338,62827004,2015-04-11,-2.65896,-0.458234
1023978,73555727,2015-12-08,-3.562584,-1.079851
2054763,71135698,2015-10-15,-2.802566,-1.13741
270926,60536858,2015-01-29,-3.088944,-0.571162
2016643,67448263,2015-08-15,-1.571387,-1.196781
2155934,75238794,2016-01-13,-2.206087,-1.29942
1649684,63589814,2015-05-05,-0.253339,-0.642927
2223701,74062924,2015-12-18,-3.243905,-1.584275
1161561,61808986,2015-03-10,-3.485119,-1.440889
1544275,62734684,2015-04-08,-1.551301,-1.386229
1176254,64886203,2015-06-14,-1.198911,-0.381626
1737087,64961288,2015-06-16,-1.613549,-0.666874
1182868,62135087,2015-03-21,-3.012455,-1.071593
1697989,72908498,2015-11-22,-2.219563,-0.770376
1692670,62194772,2015-03-23,-1.280043,-1.705081
2037180,60370458,2015-01-24,-2.151056,-1.494744
1796916,64121779,2015-05-22,-2.148934,-1.317863
1046569,71258860,2015-10-18,-2.151082,-0.847912
2104240,63843789,2015-05-13,-4.011466,-0.028343
1751374,59655979,2015-01-02,-1.775739,-0.160966
2131765,60607731,2015-02-01,-3.159147,0.418193
306827,72861753,2015-11-21,-1.338919,-1.007814
354520,66934440,2015-08-02,-1.116733,-2.046431
129603,62922515,2015-04-14,-2.025089,-1.59251
612429,63948106,2015-05-17,-1.700116,-1.027526
604399,64264330,2015-05-27,-3.408806,-0.661668
26642,73015498,2015-11-25,-2.279585,-0.211517
1762150,65384927,2015-06-29,-1.740085,-1.575697
2446831,63913835,2015-05-15,-2.32219,-1.069019
2146730,65156079,2015-06-22,-2.448218,-0.748181
1076232,64579829,2015-06-06,-1.929019,-1.008584
1866363,73695887,2015-12-11,-2.066341,0.156997
786909,67106510,2015-08-06,-2.994209,-0.642282
1305548,65149749,2015-06-22,-2.731938,1.789662
37765,76577867,2016-02-10,-3.279329,-0.679681
2377362,64910030,2015-06-15,-1.201914,-0.607839
1434981,64555890,2015-06-05,-3.789898,0.487952
2237333,64991293,2015-06-17,,-1.222919
2379499,67286932,2015-08-11,,-0.635461
2236671,63641539,2015-05-06,-2.391208,-1.403017
2245148,63074740,2015-04-18,-2.2886,-1.533828
230243,65955156,2015-07-13,-3.141282,0.086596
999717,65532883,2015-07-02,-3.751907,-0.017953
1175224,68850220,2015-09-15,-4.236812,-0.929683
1952016,66976002,2015-08-03,-1.51506,-1.121891
2279069,68557883,2015-09-09,-1.291018,-0.082342
390986,65124353,2015-06-21,-1.521582,-1.648484
284151,61668504,2015-03-04,-1.230348,-0.93057
1338231,73331622,2015-12-02,-5.067039,-0.156892
1998919,65226550,2015-06-24,-2.125581,-0.673364
1219953,67666425,2015-08-20,-2.332665,-1.723656
1702778,70518468,2015-10-02,-2.112798,-0.491629
1202086,67434727,2015-08-15,-3.710757,-0.514858
1776058,61010391,2015-02-11,-4.136266,-0.910232
2492600,72970517,2015-11-24,-2.588346,-1.050649
490347,62196064,2015-03-23,-1.285176,-1.3534
1199044,71389558,2015-10-21,-3.674807,-0.584723
2048508,67048092,2015-08-05,-2.213541,-0.926292
1337349,73794495,2015-12-13,-1.103514,-0.633711
2015997,63371018,2015-04-27,-1.880637,-1.204505
1882698,67657885,2015-08-20,-3.44883,-0.111457
2265156,64450960,2015-06-02,-1.284232,-2.205025
750067,70881205,2015-10-10,,-0.526376
934275,61914858,2015-03-13,-3.391045,0.254448
2563688,72404884,2015-11-11,-2.833779,-1.532742
654781,75291564,2016-01-14,-1.725822,-1.835552
1934934,67574312,2015-08-18,-1.615465,-0.653417
862417,65883521,2015-07-12,-3.404049,0.844633
227072,67759617,2015-08-22,,-0.472964
303699,75798523,2016-01-25,-4.056944,-0.849177
2388267,63236628,2015-04-22,-1.740055,-1.436951
776935,68117780,2015-08-31,-2.115608,-0.778681
1050508,62367089,2015-03-28,,-0.403728
580514,71883055,2015-10-31,-2.415746,-0.420897
768460,63568673,2015-05-04,-2.125069,-0.577959
1344952,67569036,2015-08-18,-1.826244,-0.434727
1848297,68889515,2015-09-15,-2.15324,-1.018493
2436028,60337332,2015-01-23,-3.201115,-1.526816
2398016,64197956,2015-05-25,-1.414415,-2.056713
793871,73943000,2015-12-16,-5.270427,1.985128
2427538,65852803,2015-07-10,-2.711174,-0.828938
2041130,59871751,2015-01-10,-2.424016,-0.435734
2603317,65060833,2015-06-19,-3.266968,1.054878
2507646,71917253,2015-11-01,-2.825341,-0.216899
1961660,71918856,2015-11-01,,-0.392602
2281773,74805997,2016-01-03,-2.796539,-1.828858
729235,68860865,2015-09-15,-3.206513,-0.575236
551665,67282768,2015-08-11,-2.986391,-0.379179
2573118,64278706,2015-05-27,-1.554064,-1.727294
941478,67328821,2015-08-12,-4.044208,-0.062667
621158,73368326,2015-12-03,,-0.589853
621114,64117048,2015-05-22,-2.369464,-0.805567
1355985,66564887,2015-07-24,-3.641483,-1.298056
864564,71041244,2015-10-13,-3.491576,0.386924
987656,64934561,2015-06-15,-3.147115,-0.517263
1960044,63715448,2015-05-09,-2.766166,-1.290938
2555525,74806197,2016-01-03,-1.86172,-0.370656
891434,64714010,2015-06-10,-1.687263,-1.836577
79948,66433673,2015-07-22,-2.996088,-1.129805
2364562,71319413,2015-10-19,-2.217185,-1.628822
1007485,68715533,2015-09-12,-4.595119,-0.844808
1301585,60858835,2015-02-08,-2.626726,-0.287239
364392,67623927,2015-08-19,-2.259802,-1.302138
820017,62023672,2015-03-17,-2.42096,-0.810339
897603,66833783,2015-07-30,-5.540836,1.746507
599028,63370085,2015-04-27,-1.378586,-1.133804
885770,65595996,2015-07-05,-2.198721,-1.834095
1711908,67790387,2015-08-23,-2.796639,-1.521371
412456,73131036,2015-11-27,-2.507291,-1.313076
1996568,72515155,2015-11-13,,-0.370941
803301,65491454,2015-07-01,-1.949625,-0.318031
1340592,66713173,2015-07-28,-2.533501,-0.301046
297968,72361854,2015-11-10,-1.69024,-0.987012
1983317,71344765,2015-10-20,-2.7878,-1.068672
1615507,62964516,2015-04-15,,-0.044223
1151107,85801305,2015-12-05,,
228881,64918518,2015-06-15,-1.72496,-1.401439
1410963,77347864,2016-02-26,-4.927405,0.747084
917179,74195089,2015-12-21,-5.103352,1.926214
344010,63498237,2015-05-01,-1.92305,-0.153668
2151355,70547091,2015-10-03,-0.80119,-0.869458
558204,67041370,2015-08-05,-2.023314,-0.855134
1348830,69948404,2015-09-23,-3.147781,-0.662956
27304,63394741,2015-04-27,-1.686857,-0.220217
1588974,70851442,2015-10-09,-2.273522,-0.655753
1094811,59744344,2015-01-06,-2.181258,-1.726664
546238,59991370,2015-01-13,-2.169494,-1.129776
2135566,73801929,2015-12-13,-2.657736,-1.446474
2086981,61570944,2015-03-01,-2.434601,-1.096115
432509,72051100,2015-11-04,,0.049516
2249826,73606480,2015-12-09,-3.44501,-1.482062
1108569,69177582,2015-09-20,-2.927986,-0.942224
504711,66703272,2015-07-28,,-0.211834
92643,69799613,2015-09-21,-0.720148,-0.874645
576184,63402518,2015-04-28,-1.923228,-1.599984
20910,59767840,2015-01-07,-1.670588,-1.002887
26830,69905437,2015-09-22,-2.122666,-0.218242
434549,62996711,2015-04-16,-2.648828,-1.871851
395578,64380311,2015-05-31,-2.24632,-1.437155
1294966,63799141,2015-05-12,-3.621691,1.118532
579044,74008870,2015-12-17,-4.361386,-0.549313
912616,69019038,2015-09-17,-2.232454,-0.973457
2039882,62491485,2015-04-01,-1.899114,-1.706942
1966710,77364325,2016-02-26,-3.173073,-0.254883
679929,68235261,2015-09-02,-2.349578,-0.900964
2469737,68756142,2015-09-13,-1.210481,-0.892044
1227294,65350295,2015-06-28,,-0.752469
614694,71735839,2015-10-28,-2.18322,0.361165
1165366,59795295,2015-01-08,-2.707294,-0.074696
2025492,61268440,2015-02-18,-1.248676,-0.370656
1537258,70174754,2015-09-27,-3.292854,-0.350818
599497,63483009,2015-04-30,-2.383908,-1.672172
720599,61656277,2015-03-04,-2.343001,0.244434
2046333,60160965,2015-01-18,-2.671505,-1.387513
2315962,63962267,2015-05-17,-1.397958,-1.038371
2020604,66704047,2015-07-28,-2.285612,-1.195025
2363068,66789635,2015-07-29,-1.583031,-0.156161
875280,72337139,2015-11-10,-4.595119,2.096493
27079,68801390,2015-09-14,-1.617161,-0.224194
2401820,65549346,2015-07-03,,0.073422
1904528,70184631,2015-09-27,-1.911551,-0.529365
1945235,64772039,2015-06-11,-2.780245,-0.710813
233186,61491173,2015-02-26,-2.363512,-1.32482
1116388,66556041,2015-07-24,-3.914446,-0.368483
979446,63771111,2015-05-11,-4.420805,-0.347365
1996149,67792783,2015-08-23,-1.423391,-1.028519
715058,60104155,2015-01-16,-1.772548,-0.190918
14843,61423611,2015-02-24,-1.972453,-1.649821
1686634,65653201,2015-07-06,-2.882816,-0.459475
2524012,67654264,2015-08-20,-2.876483,-0.434049
2057801,75572255,2016-01-20,-4.786699,-0.854488
1072439,72273765,2015-11-09,-3.113445,-1.378185
606355,61612385,2015-03-02,-3.20496,0.136783
1374772,74640465,2015-12-29,,-0.275149
332589,64066269,2015-05-20,-2.92426,-0.52754
113957,62360344,2015-03-28,-1.78573,-1.816755
568483,65725847,2015-07-08,-1.679145,-0.636249
343976,62664758,2015-04-06,-2.386355,-0.968144
1983287,67095440,2015-08-06,,-1.660466
641925,64774406,2015-06-11,-3.898218,-0.716478
1212319,73364442,2015-12-03,-2.138564,-0.414179
2060464,68198991,2015-09-01,-2.98799,-0.463429
1697436,61256858,2015-02-17,-2.780103,-1.188927
654635,63912926,2015-05-15,-2.09758,-0.823214
314356,71343872,2015-10-20,-1.910763,-1.381498
318225,76946358,2016-02-17,-1.562462,-1.396699
485953,65723801,2015-07-08,-0.458683,-1.834325
1773928,73193212,2015-11-29,,-0.510465
135943,60155341,2015-01-18,-2.941967,-0.633152
576502,71706792,2015-10-28,-4.365279,-0.132527
1851862,72086628,2015-11-05,-2.855303,-0.768721
1773669,76488764,2016-02-08,-1.971172,-0.659212
424854,71443857,2015-10-22,-2.828942,0.012064
1323103,65680423,2015-07-07,-2.256814,-0.464202
773492,67975858,2015-08-27,-3.506344,-0.144678
2459011,61844053,2015-03-11,-2.766386,-0.324446
1491389,66941687,2015-08-02,-1.220579,-0.356737
2401981,64859003,2015-06-13,-1.713922,-1.318731
1864140,64160944,2015-05-24,,-1.904262
1368707,77153402,2016-02-22,-1.856196,-0.002564
1988171,65226419,2015-06-24,-3.22056,0.0229
997357,72594656,2015-11-15,-4.496926,-0.189484
2469863,66699885,2015-07-28,-3.312749,-0.222319
1068921,68190356,2015-09-01,-4.25254,0.625652
1761854,63290711,2015-04-24,-2.950012,-0.904335
142477,64451312,2015-06-02,-2.444076,-1.068355
2101252,67063954,2015-08-05,-2.606649,-1.287035
956611,64914234,2015-06-15,-3.506597,-1.297012
473372,63563491,2015-05-04,,-1.020005
14842,72581931,2015-11-15,-2.468224,-1.20124
264295,69167449,2015-09-20,-2.187829,0.157568
1010290,62504644,2015-04-01,-4.886842,2.264989
451609,63212294,2015-04-22,,-1.85013
2295702,78082791,2016-03-13,-3.396433,0.390376
907528,73635628,2015-12-10,-4.113496,-0.704652
2034154,66238098,2015-07-18,-2.659289,-1.050958
1166214,64572467,2015-06-05,-2.823169,-0.326045
2507171,70266236,2015-09-28,-0.496191,-1.232397
1425839,67134591,2015-08-07,-1.942419,-0.858392
1588587,66902627,2015-08-01,-2.616799,-1.307284
812487,64728804,2015-06-10,-2.183963,-1.678801
925040,67069521,2015-08-05,-3.474096,0.668384
1025593,70413254,2015-09-30,-4.898456,-0.962943
709330,68882032,2015-09-15,-3.62198,-1.366225
1968300,73609334,2015-12-09,-3.353494,-0.944156
506785,62943340,2015-04-14,-3.054018,-0.174648
4623,67319018,2015-08-12,-4.276898,-0.615053
411095,67493666,2015-08-16,-4.085662,-0.909764
1472963,69933937,2015-09-23,-1.51923,-0.770376
1077069,60073018,2015-01-15,-2.497995,-0.046339
299368,73166625,2015-11-28,-1.826226,-0.433837
1793177,60319633,2015-01-22,-2.712037,-1.477867
2013953,63130506,2015-04-20,-2.311913,-1.035032
2287652,73283165,2015-12-01,-2.354534,-1.77878
2412251,74608984,2015-12-28,,-0.190457
2067694,64323930,2015-05-28,-1.285794,-0.176936
1993225,72800683,2015-11-19,-2.750916,-1.216037
1130037,70851052,2015-10-09,-2.32195,-2.009603
2542052,65141926,2015-06-22,-2.798998,-1.14573
1548717,72688317,2015-11-17,-3.705537,-0.971495
1883667,63275195,2015-04-24,-0.524163,-1.023614
