uid,retro_date,financial_application_rk,partition,tcs_model_income
1624234,2015-07-19,66293567,test,21319.960348453
1624270,2015-03-24,62243247,train,33932.38084
1624309,2015-12-25,74422996,train,33958.80305709
1624342,2015-07-30,66822795,train,44313.849177141
1624368,2015-04-17,63038094,train,26907.83124
1624407,2015-03-29,62401582,train,35399.549319333
1624472,2016-01-25,75816832,out_of_time,25512.855348
1624478,2015-10-15,71143684,train,29494.7785
1624510,2015-04-02,62529462,train,24556.285348
1624520,2015-04-11,62809760,train,35803.07124
1624559,2015-09-15,68865437,test,16668.381392
1624603,2015-10-23,71493191,train,21493.20144
1624619,2015-10-28,71736678,test,28327.252450106
1624642,2015-10-29,71821776,train,54060.510262
1624652,2015-02-24,61421570,train,40816.107552
1624653,2015-10-27,71672092,train,34968.326869862
1624666,2015-12-06,73482913,train,19928.348906
1624683,2015-10-21,71393494,train,51376.708764132
1624735,2015-05-12,63801246,train,15433.057764454
1624779,2015-09-04,68331703,train,30683.29134
1624798,2015-05-25,64223156,train,17747.553627999
1624838,2015-08-15,67450130,train,35701.627241389
1624871,2015-10-05,70644199,test,29699.037856
1624878,2015-04-26,63335050,train,27458.124290968
1624888,2015-07-28,66715571,test,69219.404506
1624896,2015-12-20,74151635,train,42687.345184
1624991,2015-06-06,64579413,train,44845.712756
1625062,2015-07-01,65475670,train,16386.274292441
1625081,2015-10-26,71613649,train,42873.252756395
1625126,2015-12-16,73921833,train,13336.509884
1625167,2015-09-23,69960321,train,49012.149468824
1625187,2015-08-04,67004811,train,47513.187210517
1625220,2015-12-06,73478953,train,52096.199519814
1625326,2016-01-05,74876320,out_of_time,27725.48376
1625385,2015-10-17,71216385,train,40418.35754483
1625444,2015-03-02,61606103,train,40206.395808
1625496,2016-02-13,76739085,out_of_time,22111.483707814
1625499,2016-03-31,79022397,out_of_time,10043.966652
1625568,2015-11-29,73192103,train,18730.781135828
1625582,2015-12-09,73623179,train,50881.566216428
1625612,2015-11-27,73127708,train,35270.07676
1625647,2015-03-20,62119712,train,25260.091402825
1625693,2015-09-12,68705546,train,30105.923390068
1625751,2015-09-09,68587284,train,23498.341534
1625849,2015-06-20,65086817,train,23061.469772
1625853,2015-05-17,63967649,train,27713.561606
1625855,2016-01-19,75512880,out_of_time,68940.599754064
1626002,2015-03-30,62432627,test,55323.534442
1626139,2015-01-04,59689205,test,20029.623726
1626240,2015-07-17,66193339,train,23016.04879
1626247,2015-05-16,63930024,train,14006.4027048
1626332,2015-04-01,62488151,train,52662.595158
1626419,2015-04-28,63404699,test,27989.711954299
1626438,2015-10-04,70604751,test,31934.340814415
1626473,2015-01-13,59983152,train,27775.680218
1626539,2015-10-03,70563038,train,34004.436595333
1626560,2015-02-19,61311178,train,22674.946228
1626638,2015-05-07,63666478,train,15664.005197219
1626687,2015-12-07,73505124,train,27661.275644
1626765,2015-01-18,60173266,train,26431.181227999
1626960,2015-05-28,64305402,train,12774.567228
1626992,2015-05-17,63951188,train,20176.812342
1626999,2015-04-15,62979354,train,10314.835524
1627086,2015-11-29,73204346,train,30864.1805
1627180,2015-09-11,68668095,train,21605.815105167
1627200,2015-10-12,70981108,train,57818.834184693
1627301,2015-10-08,70786725,train,32059.283638
1627309,2015-11-13,72503024,train,22769.567932
1627489,2015-11-29,73189551,train,19861.796682164
1627551,2015-11-30,73242959,train,12336.578490097
1627563,2015-04-19,63097116,train,41162.751365325
1627696,2015-03-25,62261605,train,19666.590516
1627794,2015-02-03,60673762,train,67689.620660098
1627797,2015-01-23,60334792,train,10000.0
1627883,2015-09-09,68560173,train,23775.230428
1627894,2015-08-17,67525796,train,47450.452644736
1627960,2015-10-13,71044265,train,39583.058814
1628156,2015-12-01,73292048,train,21417.600536723
1628194,2015-04-20,63165002,train,61497.085065567
1628287,2015-11-08,72229607,test,65086.049238056
1628369,2015-04-06,62671491,train,21214.878994192
1628371,2015-04-04,62582311,train,30177.767207234
1628380,2015-09-18,69106874,train,21766.762228
1628421,2015-04-13,62898097,train,53580.39791621
1628461,2015-01-09,59844318,train,29159.452897898
1628472,2015-09-17,69044253,train,25011.701996
1628474,2015-11-05,72098320,train,21132.828045333
1628620,2015-11-19,72789554,train,50888.498652
1628622,2015-11-14,72558891,train,28961.15910724
1628651,2015-05-30,64361964,train,27816.487977012
1628706,2015-02-05,60770131,train,29255.336829943
1628739,2015-07-20,66324304,test,13299.326373668
1628786,2015-06-07,64612678,train,36344.338918073
1628854,2016-01-25,75816133,out_of_time,14671.467574
1628901,2015-09-04,68352767,train,30044.650952
1628907,2015-05-21,64094023,train,48433.971110729
1628937,2015-12-17,73988914,test,19633.24256
1629014,2015-07-01,65466815,train,32704.045212
1629047,2016-03-02,77604982,out_of_time,10000.0
1629078,2015-02-18,61271872,train,12628.110740296
1629108,2015-12-18,74040677,train,44720.953166
1629116,2015-11-29,73188493,train,19158.687406
1629210,2015-01-30,60565488,train,34098.191258
1629262,2015-12-06,73484081,train,38404.469028
1629268,2015-08-29,68052914,train,32031.732096
1629318,2015-07-11,65859634,train,75210.213338
1629338,2016-01-20,75573253,out_of_time,27288.484228
1629419,2015-02-07,60821401,train,100789.016089971
1629531,2015-12-03,73373669,train,15443.574424
1629585,2015-02-09,60886906,train,33377.727622082
1629635,2015-11-09,72306330,train,71267.665189586
1629687,2015-04-09,62772246,train,37168.544232
1629712,2015-11-01,71911243,test,79557.453129673
1629767,2015-08-21,67719852,train,18211.727228
1629960,2015-09-29,70370814,train,18773.557907876
1630002,2015-09-12,68696385,test,42526.600653238
1630040,2015-11-26,73053140,train,14756.798176
1630141,2015-04-28,63413905,train,92579.104303831
1630246,2015-11-07,72191666,train,10000.0
1630255,2015-04-08,62725827,train,13695.706898987
1630316,2016-03-26,78764114,out_of_time,10196.475870998
1630381,2015-02-18,61272535,train,27955.476743977
1630384,2015-09-20,69164082,train,14334.196724
1630387,2015-08-18,67550452,train,10000.0
1630498,2015-05-29,64335792,train,26793.601538
1630544,2015-07-21,66409270,test,14625.616226
1630545,2015-09-01,68205569,train,40434.052352
1630546,2015-05-24,64167831,train,68638.144779077
1630607,2015-11-05,72100897,test,51651.922963919
1630648,2015-08-19,67609711,test,10000.0
1630694,2015-09-06,68445031,train,24960.096348
1630715,2015-12-03,73364576,test,85139.160967966
1630764,2015-04-07,62686791,train,34942.100872
1630789,2016-02-01,76166740,out_of_time,101968.183442576
1630867,2015-04-14,62941888,train,54230.046954157
1630912,2015-07-11,65878112,train,53758.304526502
1630998,2015-11-10,72364744,train,45069.185962
1631100,2015-07-10,65828989,train,10000.0
1631115,2015-03-22,62158119,train,17421.114398578
1631122,2015-12-14,73838744,train,46654.432739999
1631124,2015-11-16,72661272,train,14986.386918058
1631162,2015-09-18,69097758,train,23226.574757665
1631228,2015-04-04,62586588,train,36752.908544877
1631386,2015-10-24,71524562,train,139826.437635999
1631423,2015-08-25,67906207,train,17900.462554834
1631541,2015-04-12,62860451,train,30031.61227422
1631648,2015-10-16,71193245,train,45526.204603509
1631669,2015-04-05,62625617,test,51684.739687343
1631809,2016-01-27,75897203,out_of_time,56833.735526925
1631810,2015-12-14,73846270,train,42577.594314098
1631825,2015-12-17,74001767,train,12903.578752835
1631877,2015-01-15,60069826,test,10000.0
1632044,2015-05-04,63567600,train,10000.0
1632075,2015-04-29,63451464,train,55545.86604
1632217,2015-10-02,70509961,train,28746.418532
1632239,2015-07-12,65885491,train,12075.066512
1632278,2016-02-27,77393008,out_of_time,60820.453598
1632410,2015-05-07,63680099,test,20834.019744
1632447,2015-10-13,71045579,train,36628.547428
1632508,2015-12-19,74085785,train,13369.245229775
1632523,2015-02-24,61429609,test,11984.43444818
1632547,2015-04-01,62510340,train,43270.85096
1632678,2015-12-03,73376385,train,51219.431387217
1632723,2015-01-21,60282415,train,27558.914452033
1632724,2015-11-13,72503997,train,106137.982266
1632780,2015-12-20,74126048,train,31224.467039909
1632839,2015-05-03,63545170,train,35121.083382
1632858,2015-08-09,67206582,train,10741.0416158
1632907,2015-01-09,59842452,train,99975.51549275
1632950,2015-02-16,61218657,train,47137.864634
1633065,2015-07-01,65480497,train,11558.287223425
1633073,2015-11-28,73169925,train,80410.621802
1633127,2015-05-05,63597011,train,21031.219516611
1633145,2015-10-29,71819586,train,35913.852160619
1633228,2015-12-05,73450984,train,25714.32229969
1633295,2015-11-02,71965289,train,22332.486228
1633337,2015-04-24,63280043,train,22811.331777181
1633539,2015-12-03,73358371,train,25513.142470857
1633573,2015-09-15,68904085,train,17936.365566368
1633668,2016-01-20,75586882,out_of_time,21242.253028153
1633870,2016-03-11,78008428,out_of_time,58336.344419762
1633939,2015-05-18,63992770,train,10000.0
1633960,2016-01-15,75350987,out_of_time,68344.101987851
1634028,2015-09-04,68338888,train,50686.384439905
1634081,2015-10-24,71531302,train,55869.103001859
1634118,2015-04-03,62558278,test,24333.061348
1634119,2015-04-21,63193960,train,59230.992828
1634139,2015-08-02,66923423,train,36571.526614614
1634353,2015-05-22,64129215,train,19648.550785893
1634368,2015-03-29,62402338,train,26615.354558
1634455,2015-10-04,70602459,train,80944.001888124
1634456,2015-09-07,68482942,train,28255.42903
1634457,2015-05-21,64101288,train,33576.768676
1634490,2015-07-23,66478407,train,17059.943228
1634528,2015-10-03,70555918,train,50946.853013
1634554,2015-06-17,64995715,train,26610.763561633
1634618,2015-08-05,67049318,test,30639.827974
1634646,2015-10-19,71303759,train,108210.11364
1634753,2015-06-14,64885203,train,54028.727395194
1634917,2015-08-18,67570123,test,21121.75479
1634952,2015-11-19,72778847,train,10971.732921856
1634972,2015-09-05,68366681,test,13659.516228
1634974,2015-03-03,61651262,test,24500.539016
1635050,2015-03-26,62298660,test,23487.581228
1635089,2015-09-06,68401353,train,55807.051610147
1635118,2015-03-25,62264681,test,26202.92202
1635123,2015-10-21,71393697,train,67634.960209731
1635144,2015-05-11,63772597,test,44537.954276412
1635174,2015-09-25,70071425,train,39984.003348
1635255,2015-09-11,68658874,test,20439.225074
1635298,2015-02-07,60826254,train,144385.208732591
1635345,2015-09-30,70398421,train,54654.752428
1635354,2016-01-17,75413141,out_of_time,128117.950056
1635373,2015-10-15,71124357,train,19222.116858
1635438,2015-06-23,65179631,test,38286.136228
1635540,2016-02-27,77393698,out_of_time,10000.0
1635569,2015-07-05,65630412,train,38656.2066316
1635595,2015-05-07,63665167,train,23928.515228
1635609,2015-10-25,71552392,train,21486.961714
1635708,2016-03-10,77975259,out_of_time,38026.981492
1635743,2015-07-08,65726579,train,37640.081652403
1635744,2015-09-27,70165734,train,39247.894376
1635777,2015-11-14,72535451,train,30843.499075311
1635788,2015-04-03,62561552,train,27367.236228
1635799,2015-06-27,65327259,test,60222.032152
1635816,2015-03-14,61944499,test,10000.0
1635822,2015-03-24,62224968,train,27118.801697049
1635897,2015-11-23,72921493,train,25666.638996
1635913,2015-11-05,72099725,test,21308.887621143
1635964,2015-11-24,72989008,train,11945.407228
1636046,2015-01-08,59800947,train,65507.553580485
1636118,2015-07-10,65828365,train,49378.769632
1636396,2015-08-23,67798878,train,15337.945802
1636515,2015-02-17,61243378,train,12843.509184
1636624,2015-12-27,74495011,test,59259.998759
1636919,2015-12-14,73841186,train,17364.358146
1636926,2015-07-07,65691999,train,21384.684216
1636928,2015-07-07,65687215,train,20770.936228
1636948,2016-03-20,78471321,out_of_time,22675.070336
1636960,2015-07-22,66446839,test,28328.87122
1636971,2015-04-27,63372040,train,102909.893274703
1636994,2015-07-30,66840249,test,21648.360608
1637043,2015-06-05,64569840,train,26258.429544501
1637196,2015-07-02,65513554,train,46762.282339226
1637220,2015-07-09,65784694,test,30516.502348
1637262,2015-10-13,71032945,test,10000.0
1637366,2015-08-16,67483646,train,79473.111422648
1637547,2015-10-28,71742401,train,77328.099247142
1637556,2015-10-11,70919080,train,64445.35044635
1637575,2015-06-15,64919751,train,14824.174766
1637622,2016-03-16,78264534,out_of_time,31721.854394814
1637704,2015-02-21,61367645,test,47795.931468
1637772,2015-04-14,62918428,train,18821.400350113
1637807,2015-09-22,69887339,test,111842.347545861
1637831,2015-11-02,71960908,train,37919.34712425
1637951,2015-04-27,63375186,train,30951.808546
1638014,2015-11-11,72386414,train,16360.734306
1638027,2015-04-15,62963833,train,24139.394239752
1638083,2015-07-15,66106082,train,46203.374756735
1638121,2015-11-03,72009839,test,23402.430348
1638127,2015-01-19,60193472,train,43513.159477628
1638167,2015-03-20,62123257,train,25451.029537283
1638238,2015-08-16,67464447,train,30711.424348
1638238,2015-09-05,67464447,train,30711.424348
1638242,2015-06-15,64911755,train,25180.375348
1638254,2015-10-16,71192479,test,31643.475655882
1638277,2015-09-10,68609740,test,34608.117178332
1638295,2015-10-05,70652866,test,31826.643508
1638320,2015-02-17,61256870,train,33671.6657557
1638336,2015-09-06,68442681,train,31043.587348
1638412,2015-01-19,60221023,train,29477.007228
1638481,2015-04-16,63025863,train,32355.05274
1638522,2015-09-08,68518996,train,50137.166478478
1638541,2015-10-27,71662932,train,127480.055824
1638550,2015-03-11,61842633,train,35871.224541413
1638580,2015-01-23,60338140,test,27852.0801
1638626,2015-03-03,61644954,train,23861.238185227
1638669,2015-12-06,73479534,train,10000.0
1638755,2015-06-07,64608076,train,52293.409136218
1638757,2015-09-04,68328737,train,26493.586664
1638892,2015-02-04,60738298,train,51157.754630437
1638957,2015-02-26,61509400,train,20389.898212
1638978,2015-03-01,61580827,train,24273.12606011
1639106,2015-11-01,71911607,train,36051.017044
1639165,2015-07-13,65996099,train,29033.059032
1639177,2015-03-10,61816646,train,66111.694561096
1639212,2015-04-06,62660914,train,22778.75629
1639235,2015-05-23,64139527,train,42068.983867673
1639286,2015-11-15,72589940,train,22947.415227999
1639431,2015-08-28,68028537,train,54141.805927268
1639476,2015-06-09,64677653,train,27386.18435988
1639509,2015-10-20,71365359,test,75212.568237089
1639536,2015-05-17,63970534,train,31108.757282
1639546,2015-12-01,73283665,train,53412.225190962
1639567,2015-12-08,73554337,train,37749.782731693
1639629,2015-10-11,70920614,train,28101.677026
1639631,2015-08-30,68078566,train,24932.485136489
1639635,2015-05-11,63772263,train,18012.756953465
1639663,2015-05-09,63727593,test,15647.739492
1639701,2015-05-28,64305246,train,20222.428064
1639709,2015-03-10,61812526,test,85106.025011773
1639745,2015-10-25,71554297,train,10646.464952
1639790,2015-08-16,67462574,train,30805.068936
1639839,2015-11-03,72024688,train,37708.64044
1639902,2016-01-23,75703039,out_of_time,10000.0
1639908,2015-03-30,62424196,train,26014.225652
1639979,2015-12-02,73318287,test,86194.205422
1640002,2015-07-15,66106417,train,25209.622814
1640086,2015-11-03,72020342,train,34849.882690313
1640125,2015-11-04,72053198,train,31563.204542194
1640173,2015-06-19,65059941,train,10000.0
1640281,2015-02-01,60620764,train,68146.876956
1640284,2016-03-21,78509119,out_of_time,44110.43433
1640321,2015-09-22,69887472,train,21294.395040062
1640334,2015-01-30,60566066,test,39532.018507098
1640395,2015-12-01,73291156,test,30794.6893
1640550,2015-08-07,67150625,train,28860.388516285
1640581,2015-06-22,65151021,train,31246.288348
1640583,2015-11-30,73229168,train,21021.152228
1640620,2015-04-13,62900505,train,71735.691235226
1640634,2015-04-09,62762076,test,48970.3877
1640876,2015-05-09,63717845,train,32683.863348
1640904,2015-12-09,73625882,train,12781.262250598
1640912,2015-05-26,64233012,train,43983.977028
1641051,2015-03-25,62276575,train,17558.037575454
1641068,2015-08-04,67005043,train,32952.718152729
1641132,2015-03-24,62244678,test,32555.75599
1641209,2015-07-18,66223302,test,27313.525324
1641225,2015-09-03,68284572,train,28900.306213833
1641308,2015-10-14,71093057,train,96810.265446678
1641333,2015-10-21,71413371,train,29495.117988
1641383,2015-03-01,61571561,train,42880.351558666
1641438,2015-08-12,67331177,train,46159.018539379
1641540,2015-12-14,73843732,train,27458.379228
1641574,2015-11-16,72650580,train,102617.565108382
1641619,2015-08-07,67137081,train,10434.934332
1641697,2015-09-03,68280463,train,10000.0
1641719,2016-01-07,74949943,out_of_time,26627.449358091
1641723,2015-04-13,62878921,test,63105.345726
1641731,2015-04-04,62589739,train,32904.665901375
1641860,2015-07-30,66823177,train,16175.852711283
1641861,2015-03-16,61995118,train,10000.0
1641876,2015-09-02,68238773,test,10000.0
1641920,2016-01-09,75030116,out_of_time,38532.951671295
1641974,2015-06-08,64637575,train,18120.57615363
1642031,2015-08-31,68152511,train,43509.184952995
1642050,2015-08-19,67623764,train,36426.284681515
1642097,2015-10-21,71385220,train,55843.615938
1642134,2015-05-05,63595980,train,26505.556286
1642141,2015-08-01,66887614,train,16969.590462593
1642268,2015-10-15,71130200,test,46430.58654
1642275,2015-12-23,74314657,train,38164.663348
1642302,2015-05-24,64173225,test,48833.963196
1642486,2015-04-22,63212128,train,15093.130228
1642565,2015-10-08,70801125,train,21349.913662
1642638,2015-11-09,72305037,train,20198.231228
1642663,2015-01-06,59744973,train,81020.74123971
1642690,2015-04-20,63133521,train,34448.182938
1642750,2015-01-13,59967319,train,59045.479036268
1642787,2015-07-29,66749184,train,19063.445428
1642804,2015-07-10,65833141,train,16198.479155104
1642831,2015-02-15,61181806,train,34832.130692
1642869,2015-10-03,70553090,train,21406.675228
1642886,2015-12-18,74057204,train,25577.643444
1642912,2015-09-29,70365427,train,53242.496361928
1642950,2016-01-28,75953645,out_of_time,26368.386228
1642953,2015-07-12,65909459,train,48115.013685216
1642980,2015-07-23,66504914,train,26446.377028
1642992,2015-09-24,70033965,test,10000.0
1642995,2015-01-04,59706811,test,16476.93301109
1643075,2015-07-13,66019872,train,49657.761422
1643095,2015-02-18,61273503,train,92728.91364
1643181,2015-08-02,66914222,train,17358.095125645
1643229,2015-08-11,67282417,train,34410.188348
1643279,2015-12-05,73436600,train,31827.267348
1643299,2016-01-25,75794820,out_of_time,19792.539228
1643354,2015-10-23,71496733,test,70573.840699412
1643501,2015-11-19,72785968,test,10864.121052
1643694,2015-06-26,65296489,train,34635.183563384
1643787,2015-06-02,64453348,train,41166.855353363
1643808,2015-06-15,64913857,train,10000.0
1643918,2015-08-31,68150965,train,34271.221836089
1643938,2015-05-13,63840562,train,48750.796286708
1643979,2015-11-02,71974576,train,12772.765436
1644064,2015-06-03,64486146,train,25105.452398
1644086,2015-11-25,73023212,train,35122.310371778
1644114,2015-02-15,61194185,train,18263.159239258
1644265,2015-05-24,64172662,train,30881.195369454
1644281,2015-04-13,62886696,train,10000.0
1644374,2015-06-11,64747830,train,17137.388368
1644416,2015-08-07,67134609,test,13186.536408064
1644479,2015-03-25,62272257,train,53845.205742
1644491,2015-12-14,73827437,train,50620.513516417
1644496,2015-10-14,71103256,train,36205.58144
1644502,2015-05-11,63772022,train,11272.809468179
1644519,2015-07-23,66481545,train,20960.996228
1644577,2015-01-06,59744030,train,16487.905992754
1644786,2015-12-09,73623788,train,27637.673428
1644920,2015-03-06,61720792,train,27287.468049333
1644954,2015-05-17,63961826,train,12080.991178
1644998,2015-12-06,73472457,test,31423.08393743
1645025,2015-11-23,72935511,train,14273.863726435
1645059,2015-12-09,73597895,train,34175.146228
1645108,2015-04-27,63373103,train,17909.260146
1645117,2015-01-07,59773268,train,10000.0
1645162,2015-12-17,73992660,train,34667.191314396
1645258,2015-02-11,61020591,train,59145.956889176
1645260,2015-04-27,63385511,train,92762.899458874
1645270,2015-10-19,71302773,train,10000.0
1645388,2015-11-14,72541023,train,30197.713242
1645442,2015-04-23,63251960,train,18270.701008
1645464,2015-06-14,64895495,train,27580.269610524
1645465,2015-08-16,67493566,train,39317.86104
1645490,2015-04-03,62563329,train,30071.811706
1645496,2015-02-28,61556418,test,46033.269936445
1645592,2015-05-04,63563741,train,68168.330692869
1645722,2015-01-16,60115559,train,29740.463048023
1645910,2015-12-09,73603041,test,10000.0
1645994,2015-01-11,59905325,train,78361.626661695
1646053,2015-10-01,70483464,train,52262.493456225
1646148,2015-02-06,60806500,test,40551.847674
1646171,2015-04-18,63085318,train,41033.04134
1646207,2015-04-27,63378911,test,45714.774354297
1646271,2015-06-27,65310973,test,22288.945654219
1646330,2015-11-25,73024410,train,52498.669437493
1646415,2015-06-17,65000363,test,40106.00015639
1646462,2015-08-27,67991246,train,18496.64755
1646497,2015-01-22,60322533,train,32639.897262
1646537,2015-09-06,68428031,train,74084.138152164
1646553,2015-06-07,64602346,train,79118.755613699
1646571,2015-07-26,66616539,train,53853.484799428
1646625,2015-05-15,63895243,train,52352.864923
1646717,2015-03-24,62227656,train,13094.94491692
1646730,2015-12-07,73524381,train,12865.051228
1646809,2015-05-05,63619845,train,47896.209295727
1646828,2016-01-26,75844910,out_of_time,93994.655228
1646862,2015-09-16,68972574,train,27463.993742
1646894,2015-08-13,67371635,train,21035.768228
1647064,2015-11-26,73034464,train,61870.926716205
1647128,2015-03-11,61861011,train,35236.015749886
1647142,2015-02-19,61310210,train,19260.691597634
1647205,2015-03-21,62151062,train,50998.405008345
1647218,2015-03-02,61600306,train,55569.35864
1647346,2015-07-15,66120925,train,45396.946850945
1647374,2015-01-24,60378591,test,36317.144886
1647383,2015-03-23,62200700,test,10000.0
1647391,2015-05-16,63928877,train,34577.759852
1647450,2015-07-15,66098632,train,33792.401988848
1647534,2015-01-13,59978084,test,101192.171288081
1647581,2015-10-30,71845387,test,11344.098844
1647587,2015-06-16,64957436,train,10000.0
1647595,2015-10-23,71504766,train,21890.117001054
1647611,2015-02-14,61158874,train,12696.948006
1647651,2015-07-29,66778527,train,23142.522082
1647653,2015-10-02,70503753,train,64683.547246
1647664,2015-03-13,61923574,train,170990.489828
1647876,2015-09-15,68894887,train,156907.394354814
1647882,2015-04-29,63458321,train,73954.089828
1647912,2015-07-04,65565900,test,99359.096571089
1647938,2015-03-01,61564424,train,19801.947664
1647942,2015-07-11,65856817,train,18617.182009814
1648009,2015-12-29,74687658,test,38535.143492
1648036,2015-04-18,63064819,train,23545.393304
1648040,2015-12-02,73309466,train,28052.532152635
1648080,2015-12-14,73831667,train,10000.0
1648084,2015-12-30,74735852,train,39734.413314
1648096,2015-03-30,62438518,train,31128.434461729
1648097,2015-01-25,60383135,train,13756.124928
1648117,2015-04-05,62609530,train,14484.394156789
1648125,2015-12-19,74091121,train,30979.720228
1648147,2015-04-01,62493273,train,20239.502433893
1648160,2015-08-07,67129736,train,29980.288348
1648187,2015-11-30,73233177,test,116013.148026
1648189,2015-10-01,70470766,train,69101.217618
1648204,2015-04-14,62931245,train,13734.498854
1648286,2015-11-30,73227389,train,25804.65843411
1648330,2015-08-27,67957864,test,15942.196024673
1648331,2015-05-23,64140740,test,24054.545815183
1648443,2015-08-31,68149375,train,26429.132716
1648481,2015-05-24,64170943,train,85285.43789098
1648599,2015-10-23,71504002,test,20357.428186
1648662,2015-08-30,68091361,train,21524.418432986
1648749,2015-06-08,64664229,train,25025.223838
1648879,2015-11-18,72755527,train,41140.932828
1648931,2015-05-21,64099516,train,22278.449188667
1648970,2016-02-16,76899897,out_of_time,18296.094349756
1648990,2015-05-27,64286636,train,69323.346218
1649019,2015-12-07,73508459,train,14828.718516
1649107,2015-12-03,73363675,train,14704.361724
1649123,2016-02-13,76734865,out_of_time,18951.053228
1649164,2015-11-02,71960893,train,18345.192228
1649231,2015-03-06,61718214,train,10017.285228
1649342,2015-05-07,63671413,train,17392.74602
1649362,2015-03-05,61686663,train,81645.436922616
1649516,2015-05-13,63836608,test,59310.377279868
1649532,2015-09-24,70041933,train,30728.469584
1649684,2015-05-05,63589814,test,26336.90804
1649722,2015-08-23,67795664,train,10119.413845903
1649773,2015-08-13,67360947,train,36938.358228
1649797,2015-04-18,63078400,test,161734.985467834
1649798,2015-10-22,71441628,train,10000.0
1649849,2015-01-09,59830533,train,18657.381788
1649867,2015-10-10,70876736,test,19564.512255363
1650033,2016-03-18,78379701,out_of_time,30206.608840833
1650172,2015-02-10,60910059,train,25417.283736811
1650230,2015-07-22,66456778,train,21721.245228
1650238,2015-07-13,66009943,train,31294.024348
1650244,2015-03-11,61859772,train,39986.006682599
1650259,2015-04-03,62560133,train,23576.248356352
1650334,2015-10-22,71455573,test,26710.481504
1650336,2015-07-10,65827937,train,37873.776722
1650380,2015-05-19,64042574,train,32977.730398
1650509,2015-01-28,60507753,train,57624.949234656
1650546,2015-05-16,63922478,train,27883.67855
1650570,2015-09-04,68347392,train,20433.040622
1650594,2015-07-19,66306195,train,32151.150782
1650601,2015-10-21,71410756,train,78054.188012
1650626,2015-10-16,71195749,train,26522.571763348
1650702,2016-02-05,76350930,out_of_time,18916.279946272
1650727,2015-07-30,66834806,train,12626.870224932
1650736,2015-05-17,63962963,train,67505.856971223
1650811,2015-08-07,67143502,train,30185.074097986
1650818,2016-03-23,78635859,out_of_time,30977.925228
1650864,2016-01-11,75134966,out_of_time,12026.746228
1650888,2015-07-09,65761449,train,22641.500199356
1650890,2015-06-17,65010921,test,22670.576256697
1650904,2015-09-28,70269720,test,10366.654228
1650923,2015-11-16,72629566,test,41930.777950655
1650937,2015-07-22,66442700,train,38700.627518025
1650946,2015-05-10,63745496,train,128970.768348
1650969,2015-05-24,64163109,train,64756.68604
1650972,2015-11-23,72926290,train,21222.974348
1650980,2015-10-16,71174880,train,69367.381946
1651028,2015-11-11,72390638,train,49607.841702352
1651090,2015-08-20,67667094,train,25486.5636612
1651130,2015-04-20,63139608,train,28312.417854
1651136,2015-11-05,72109141,train,24921.156228
1651212,2015-08-12,67321339,train,62215.673488797
1651231,2015-05-12,63804122,train,17845.073834
1651276,2015-05-20,64067541,train,63768.58663
1651298,2015-09-07,68490833,test,53469.717219254
1651355,2015-11-03,72002311,train,20174.181338
1651360,2015-09-19,69148841,test,36711.313738044
1651368,2016-03-01,77566822,out_of_time,15020.205186
1651510,2015-11-07,72199224,test,34462.052048443
1651511,2015-10-22,71456522,test,85140.219598
1651521,2015-06-29,65370812,test,10000.0
1651541,2015-11-05,72111167,train,71947.728858
1651545,2015-03-18,62066059,train,112172.131498
1651654,2016-01-18,75461723,out_of_time,16948.662306
1651716,2015-11-10,72340754,train,33048.359828
1651798,2015-04-15,62970880,train,24185.482428
1651818,2015-08-10,67260334,train,37433.508532
1651844,2016-01-13,75220178,out_of_time,39357.238346012
1651845,2015-11-01,71931150,train,28651.103924089
1651852,2015-09-29,70352428,test,40058.487828
1651858,2015-07-06,65654633,train,27910.998247521
1651891,2015-07-05,65598068,train,18965.930167562
1651930,2015-08-03,66962374,train,10000.0
1651977,2015-10-25,71578362,train,30736.887064
1652112,2015-06-21,65130170,train,48299.611386778
1652130,2015-02-27,61529309,train,54556.84804
1652152,2015-06-01,64423301,train,64690.796522192
1652160,2015-11-25,73013729,test,105902.001908
1652178,2015-08-26,67922438,train,32891.290889815
1652212,2015-08-14,67417000,train,26088.554878095
1652216,2015-10-11,70943586,train,67049.901787159
1652284,2015-10-11,70908544,train,42991.379087185
1652292,2015-11-27,73137989,train,22509.991228
1652352,2015-08-17,67508269,test,17452.74882
1652405,2015-03-28,62373325,train,24742.239226
1652436,2015-05-20,64069268,test,136080.70672155
1652448,2015-05-14,63872120,train,48969.031228
1652501,2015-05-09,63724117,train,52029.089228
1652568,2015-02-17,61247210,train,33026.278369089
1652571,2015-03-05,61685097,train,30640.064021151
1652601,2015-10-01,70479711,train,31810.191028
1652638,2015-08-18,67553063,train,54889.296583586
1652662,2015-10-10,70872911,train,16703.248236
1652866,2015-04-03,62555255,train,10000.0
1652880,2015-05-05,63597457,train,24285.26687
1652928,2015-06-05,64552189,test,41452.482302748
1652977,2015-12-05,73446458,train,67386.977908
1653174,2016-03-17,78316268,out_of_time,94805.425577879
1653193,2015-08-22,67775067,train,25822.957324
1653213,2015-02-24,61441337,train,30302.029356
1653217,2015-10-23,71503154,train,72416.537247254
1653258,2015-06-14,64888809,train,49849.567226
1653295,2015-05-15,63901358,train,22408.822472177
1653339,2015-04-22,63228154,train,16956.501228
